orig.ident	nCount_RNA	nFeature_RNA	plate	Cell_type	Age	Age_Cell_type	pool	Pool_Cell_type	percent.mt	percent.ERCC
ss1_22_126s_H06_R1.ss1_22_126s_H06_R1_accepted_hits_sorted_rm_dup.bam	ss1	710473	7066	ss2_22_126	CD49b+	Juvenile	Juvenile_CD49b+	ss2_22_126_1	ss2_22_126_1_CD49b+	0.85168613022592	0.215912497730385
ss1_22_126s_H07_R1.ss1_22_126s_H07_R1_accepted_hits_sorted_rm_dup.bam	ss1	826509	9072	ss2_22_126	LMPP	Juvenile	Juvenile_LMPP	ss2_22_126_1	ss2_22_126_1_LMPP	0.791279949764612	0.10126931467171
ss1_22_126s_H08_R1.ss1_22_126s_H08_R1_accepted_hits_sorted_rm_dup.bam	ss1	4635	814	ss2_22_126	GMP	Juvenile	Juvenile_GMP	ss2_22_126_1	ss2_22_126_1_GMP	0.474649406688242	73.5922330097087
ss1_22_126s_H09_R1.ss1_22_126s_H09_R1_accepted_hits_sorted_rm_dup.bam	ss1	573433	6434	ss2_22_126	CD49b-	Juvenile	Juvenile_CD49b-	ss2_22_126_2	ss2_22_126_2_CD49b-	0.99436202660119	0.255478844084662
ss1_22_126s_H10_R1.ss1_22_126s_H10_R1_accepted_hits_sorted_rm_dup.bam	ss1	488822	6128	ss2_22_126	CD49b-	Juvenile	Juvenile_CD49b-	ss2_22_126_2	ss2_22_126_2_CD49b-	1.03023186354133	0.195981359267791
ss1_22_126s_H11_R1.ss1_22_126s_H11_R1_accepted_hits_sorted_rm_dup.bam	ss1	584800	5803	ss2_22_126	CD49b-	Juvenile	Juvenile_CD49b-	ss2_22_126_2	ss2_22_126_2_CD49b-	0.949384404924761	0.181600547195622
ss1_22_126s_H12_R1.ss1_22_126s_H12_R1_accepted_hits_sorted_rm_dup.bam	ss1	334566	5545	ss2_22_126	CD49b+	Juvenile	Juvenile_CD49b+	ss2_22_126_2	ss2_22_126_2_CD49b+	1.13430533885691	0.292020109634571
ss1_22_126s_H13_R1.ss1_22_126s_H13_R1_accepted_hits_sorted_rm_dup.bam	ss1	265627	5896	ss2_22_126	CD49b+	Juvenile	Juvenile_CD49b+	ss2_22_126_2	ss2_22_126_2_CD49b+	1.26719045880125	0.191245618856517
ss1_22_126s_H14_R1.ss1_22_126s_H14_R1_accepted_hits_sorted_rm_dup.bam	ss1	334636	6764	ss2_22_126	CD49b+	Juvenile	Juvenile_CD49b+	ss2_22_126_2	ss2_22_126_2_CD49b+	0.972399861341876	0.14403710300147
ss1_22_126s_H15_R1.ss1_22_126s_H15_R1_accepted_hits_sorted_rm_dup.bam	ss1	250985	5181	ss2_22_126	LMPP	Juvenile	Juvenile_LMPP	ss2_22_126_2	ss2_22_126_2_LMPP	1.03193417933343	0.197222941610056
ss1_22_126s_H16_R1.ss1_22_126s_H16_R1_accepted_hits_sorted_rm_dup.bam	ss1	328051	6337	ss2_22_126	GMP	Juvenile	Juvenile_GMP	ss2_22_126_2	ss2_22_126_2_GMP	1.06111549728548	0.133820655934596
ss1_22_126s_H17_R1.ss1_22_126s_H17_R1_accepted_hits_sorted_rm_dup.bam	ss1	66016	3349	ss2_22_126	CD49b-	Juvenile	Juvenile_CD49b-	ss2_22_126_3	ss2_22_126_3_CD49b-	1.98436742607853	0.351429956374212
ss1_22_126s_H19_R1.ss1_22_126s_H19_R1_accepted_hits_sorted_rm_dup.bam	ss1	293095	5616	ss2_22_126	CD49b-	Juvenile	Juvenile_CD49b-	ss2_22_126_3	ss2_22_126_3_CD49b-	0.873095753936437	0.183217045667787
ss1_22_126s_H20_R1.ss1_22_126s_H20_R1_accepted_hits_sorted_rm_dup.bam	ss1	1454	1023	ss2_22_126	CD49b+	Juvenile	Juvenile_CD49b+	ss2_22_126_3	ss2_22_126_3_CD49b+	1.5818431911967	0.275103163686382
ss1_22_126s_H21_R1.ss1_22_126s_H21_R1_accepted_hits_sorted_rm_dup.bam	ss1	270884	5129	ss2_22_126	CD49b+	Juvenile	Juvenile_CD49b+	ss2_22_126_3	ss2_22_126_3_CD49b+	1.07019979031615	0.281301221186929
ss1_22_126s_H22_R1.ss1_22_126s_H22_R1_accepted_hits_sorted_rm_dup.bam	ss1	304616	5241	ss2_22_126	CD49b+	Juvenile	Juvenile_CD49b+	ss2_22_126_3	ss2_22_126_3_CD49b+	1.09482102056359	0.12507550489797
ss1_22_126s_I01_R1.ss1_22_126s_I01_R1_accepted_hits_sorted_rm_dup.bam	ss1	514120	7120	ss2_22_126	CD49b-	Juvenile	Juvenile_CD49b-	ss2_22_126_1	ss2_22_126_1_CD49b-	1.0882673305843	0.24916361938847
ss1_22_126s_I02_R1.ss1_22_126s_I02_R1_accepted_hits_sorted_rm_dup.bam	ss1	588239	7015	ss2_22_126	CD49b-	Juvenile	Juvenile_CD49b-	ss2_22_126_1	ss2_22_126_1_CD49b-	1.0482133962556	0.260608358167344
ss1_22_126s_I03_R1.ss1_22_126s_I03_R1_accepted_hits_sorted_rm_dup.bam	ss1	634261	6221	ss2_22_126	CD49b-	Juvenile	Juvenile_CD49b-	ss2_22_126_1	ss2_22_126_1_CD49b-	0.868727542762364	0.340396146066052
ss1_22_126s_I04_R1.ss1_22_126s_I04_R1_accepted_hits_sorted_rm_dup.bam	ss1	675999	7871	ss2_22_126	CD49b+	Juvenile	Juvenile_CD49b+	ss2_22_126_1	ss2_22_126_1_CD49b+	1.08417320143965	0.287278531477118
ss1_22_126s_I05_R1.ss1_22_126s_I05_R1_accepted_hits_sorted_rm_dup.bam	ss1	562783	7284	ss2_22_126	CD49b+	Juvenile	Juvenile_CD49b+	ss2_22_126_1	ss2_22_126_1_CD49b+	1.05529129344703	0.1997217399957
ss1_22_126s_I06_R1.ss1_22_126s_I06_R1_accepted_hits_sorted_rm_dup.bam	ss1	451276	5697	ss2_22_126	CD49b+	Juvenile	Juvenile_CD49b+	ss2_22_126_1	ss2_22_126_1_CD49b+	1.03085473191572	0.250622678804102
ss1_22_126s_I07_R1.ss1_22_126s_I07_R1_accepted_hits_sorted_rm_dup.bam	ss1	703029	9024	ss2_22_126	LMPP	Juvenile	Juvenile_LMPP	ss2_22_126_1	ss2_22_126_1_LMPP	0.821303246381017	0.13640973558701
ss1_22_126s_I08_R1.ss1_22_126s_I08_R1_accepted_hits_sorted_rm_dup.bam	ss1	711849	9649	ss2_22_126	GMP	Juvenile	Juvenile_GMP	ss2_22_126_1	ss2_22_126_1_GMP	1.15192969295455	0.0823208292769955
ss1_22_126s_I09_R1.ss1_22_126s_I09_R1_accepted_hits_sorted_rm_dup.bam	ss1	639792	6260	ss2_22_126	CD49b-	Juvenile	Juvenile_CD49b-	ss2_22_126_2	ss2_22_126_2_CD49b-	0.911858854127591	0.255708105134169
ss1_22_126s_I10_R1.ss1_22_126s_I10_R1_accepted_hits_sorted_rm_dup.bam	ss1	420990	5976	ss2_22_126	CD49b-	Juvenile	Juvenile_CD49b-	ss2_22_126_2	ss2_22_126_2_CD49b-	1.10976507755529	0.300007126060001
ss1_22_126s_I11_R1.ss1_22_126s_I11_R1_accepted_hits_sorted_rm_dup.bam	ss1	416182	6310	ss2_22_126	CD49b-	Juvenile	Juvenile_CD49b-	ss2_22_126_2	ss2_22_126_2_CD49b-	0.956552662056504	0.321974520762551
ss1_22_126s_I12_R1.ss1_22_126s_I12_R1_accepted_hits_sorted_rm_dup.bam	ss1	379412	5802	ss2_22_126	CD49b+	Juvenile	Juvenile_CD49b+	ss2_22_126_2	ss2_22_126_2_CD49b+	1.23427830432353	0.285705249175039
ss1_22_126s_I13_R1.ss1_22_126s_I13_R1_accepted_hits_sorted_rm_dup.bam	ss1	432910	6699	ss2_22_126	CD49b+	Juvenile	Juvenile_CD49b+	ss2_22_126_2	ss2_22_126_2_CD49b+	0.96486567646855	0.198193619921
ss1_22_126s_I14_R1.ss1_22_126s_I14_R1_accepted_hits_sorted_rm_dup.bam	ss1	307085	5851	ss2_22_126	CD49b+	Juvenile	Juvenile_CD49b+	ss2_22_126_2	ss2_22_126_2_CD49b+	1.04661575785206	0.180406076493479
ss1_22_126s_I15_R1.ss1_22_126s_I15_R1_accepted_hits_sorted_rm_dup.bam	ss1	235791	5747	ss2_22_126	LMPP	Juvenile	Juvenile_LMPP	ss2_22_126_2	ss2_22_126_2_LMPP	1.06874308179702	0.179396160158785
ss1_22_126s_I17_R1.ss1_22_126s_I17_R1_accepted_hits_sorted_rm_dup.bam	ss1	1829	606	ss2_22_126	CD49b-	Juvenile	Juvenile_CD49b-	ss2_22_126_3	ss2_22_126_3_CD49b-	0.874794969928923	58.3925642427556
ss1_22_126s_I18_R1.ss1_22_126s_I18_R1_accepted_hits_sorted_rm_dup.bam	ss1	352087	6963	ss2_22_126	CD49b-	Juvenile	Juvenile_CD49b-	ss2_22_126_3	ss2_22_126_3_CD49b-	0.846665738865678	0.07384538480546
ss1_22_126s_I19_R1.ss1_22_126s_I19_R1_accepted_hits_sorted_rm_dup.bam	ss1	380363	6217	ss2_22_126	CD49b-	Juvenile	Juvenile_CD49b-	ss2_22_126_3	ss2_22_126_3_CD49b-	0.789246062314158	0.105425606591598
ss1_22_126s_I20_R1.ss1_22_126s_I20_R1_accepted_hits_sorted_rm_dup.bam	ss1	431035	7150	ss2_22_126	CD49b+	Juvenile	Juvenile_CD49b+	ss2_22_126_3	ss2_22_126_3_CD49b+	1.00966278840465	0.135023837971394
ss1_22_126s_I21_R1.ss1_22_126s_I21_R1_accepted_hits_sorted_rm_dup.bam	ss1	505136	6271	ss2_22_126	CD49b+	Juvenile	Juvenile_CD49b+	ss2_22_126_3	ss2_22_126_3_CD49b+	0.771871337619968	0.147089100757024
ss1_22_126s_I23_R1.ss1_22_126s_I23_R1_accepted_hits_sorted_rm_dup.bam	ss1	433433	6979	ss2_22_126	LMPP	Juvenile	Juvenile_LMPP	ss2_22_126_3	ss2_22_126_3_LMPP	0.825502442130618	0.0523725696935859
ss1_22_126s_I24_R1.ss1_22_126s_I24_R1_accepted_hits_sorted_rm_dup.bam	ss1	3069	588	ss2_22_126	GMP	Juvenile	Juvenile_GMP	ss2_22_126_3	ss2_22_126_3_GMP	0.553926360377973	76.4744216357119
ss1_22_126s_J01_R1.ss1_22_126s_J01_R1_accepted_hits_sorted_rm_dup.bam	ss1	672442	6634	ss2_22_126	CD49b-	Juvenile	Juvenile_CD49b-	ss2_22_126_1	ss2_22_126_1_CD49b-	0.800217713944102	0.412228861373918
ss1_22_126s_J02_R1.ss1_22_126s_J02_R1_accepted_hits_sorted_rm_dup.bam	ss1	574840	6804	ss2_22_126	CD49b-	Juvenile	Juvenile_CD49b-	ss2_22_126_1	ss2_22_126_1_CD49b-	1.02567671004105	0.223192540533018
ss1_22_126s_J03_R1.ss1_22_126s_J03_R1_accepted_hits_sorted_rm_dup.bam	ss1	727904	6414	ss2_22_126	CD49b-	Juvenile	Juvenile_CD49b-	ss2_22_126_1	ss2_22_126_1_CD49b-	0.727705851321053	0.253604870971996
ss1_22_126s_J04_R1.ss1_22_126s_J04_R1_accepted_hits_sorted_rm_dup.bam	ss1	746550	7786	ss2_22_126	CD49b+	Juvenile	Juvenile_CD49b+	ss2_22_126_1	ss2_22_126_1_CD49b+	0.99926327774429	0.194226776505258
ss1_22_126s_J05_R1.ss1_22_126s_J05_R1_accepted_hits_sorted_rm_dup.bam	ss1	475391	6062	ss2_22_126	CD49b+	Juvenile	Juvenile_CD49b+	ss2_22_126_1	ss2_22_126_1_CD49b+	1.01958177584346	0.275141935796008
ss1_22_126s_J06_R1.ss1_22_126s_J06_R1_accepted_hits_sorted_rm_dup.bam	ss1	317244	5884	ss2_22_126	CD49b+	Juvenile	Juvenile_CD49b+	ss2_22_126_1	ss2_22_126_1_CD49b+	1.35857573350481	0.0668255349194941
ss1_22_126s_J07_R1.ss1_22_126s_J07_R1_accepted_hits_sorted_rm_dup.bam	ss1	436101	6280	ss2_22_126	LMPP	Juvenile	Juvenile_LMPP	ss2_22_126_1	ss2_22_126_1_LMPP	0.83925512667937	0.275624224663553
ss1_22_126s_J08_R1.ss1_22_126s_J08_R1_accepted_hits_sorted_rm_dup.bam	ss1	511266	4188	ss2_22_126	GMP	Juvenile	Juvenile_GMP	ss2_22_126_1	ss2_22_126_1_GMP	1.0689152026538	0.358326194192456
ss1_22_126s_J09_R1.ss1_22_126s_J09_R1_accepted_hits_sorted_rm_dup.bam	ss1	499411	6653	ss2_22_126	CD49b-	Juvenile	Juvenile_CD49b-	ss2_22_126_2	ss2_22_126_2_CD49b-	0.984559811457897	0.260506877101225
ss1_22_126s_J10_R1.ss1_22_126s_J10_R1_accepted_hits_sorted_rm_dup.bam	ss1	513231	6873	ss2_22_126	CD49b-	Juvenile	Juvenile_CD49b-	ss2_22_126_2	ss2_22_126_2_CD49b-	1.00870758001757	0.290902147376133
ss1_22_126s_J11_R1.ss1_22_126s_J11_R1_accepted_hits_sorted_rm_dup.bam	ss1	457892	6547	ss2_22_126	CD49b-	Juvenile	Juvenile_CD49b-	ss2_22_126_2	ss2_22_126_2_CD49b-	1.07274204397544	0.234334733954732
ss1_22_126s_J12_R1.ss1_22_126s_J12_R1_accepted_hits_sorted_rm_dup.bam	ss1	589401	7298	ss2_22_126	CD49b+	Juvenile	Juvenile_CD49b+	ss2_22_126_2	ss2_22_126_2_CD49b+	0.928230525567483	0.363080483406034
ss1_22_126s_J13_R1.ss1_22_126s_J13_R1_accepted_hits_sorted_rm_dup.bam	ss1	482005	6276	ss2_22_126	CD49b+	Juvenile	Juvenile_CD49b+	ss2_22_126_2	ss2_22_126_2_CD49b+	0.965342683167187	0.288171284530243
ss1_22_126s_J14_R1.ss1_22_126s_J14_R1_accepted_hits_sorted_rm_dup.bam	ss1	404049	6599	ss2_22_126	CD49b+	Juvenile	Juvenile_CD49b+	ss2_22_126_2	ss2_22_126_2_CD49b+	0.941222475491834	0.199728250781465
ss1_22_126s_J15_R1.ss1_22_126s_J15_R1_accepted_hits_sorted_rm_dup.bam	ss1	256224	6145	ss2_22_126	LMPP	Juvenile	Juvenile_LMPP	ss2_22_126_2	ss2_22_126_2_LMPP	0.942534657174972	0.181091544898214
ss1_22_126s_J16_R1.ss1_22_126s_J16_R1_accepted_hits_sorted_rm_dup.bam	ss1	2573	639	ss2_22_126	GMP	Juvenile	Juvenile_GMP	ss2_22_126_2	ss2_22_126_2_GMP	0.544111931597357	67.5476097940148
ss1_22_126s_J17_R1.ss1_22_126s_J17_R1_accepted_hits_sorted_rm_dup.bam	ss1	294788	5771	ss2_22_126	CD49b-	Juvenile	Juvenile_CD49b-	ss2_22_126_3	ss2_22_126_3_CD49b-	0.853833941680123	0.196073110167307
ss1_22_126s_J18_R1.ss1_22_126s_J18_R1_accepted_hits_sorted_rm_dup.bam	ss1	2125	673	ss2_22_126	CD49b-	Juvenile	Juvenile_CD49b-	ss2_22_126_3	ss2_22_126_3_CD49b-	1.31764705882353	58.7764705882353
ss1_22_126s_J19_R1.ss1_22_126s_J19_R1_accepted_hits_sorted_rm_dup.bam	ss1	338212	5841	ss2_22_126	CD49b-	Juvenile	Juvenile_CD49b-	ss2_22_126_3	ss2_22_126_3_CD49b-	0.930777145695599	0.240677444916206
ss1_22_126s_J20_R1.ss1_22_126s_J20_R1_accepted_hits_sorted_rm_dup.bam	ss1	241022	4349	ss2_22_126	CD49b+	Juvenile	Juvenile_CD49b+	ss2_22_126_3	ss2_22_126_3_CD49b+	1.37373351810208	0.295408717876376
ss1_22_126s_J21_R1.ss1_22_126s_J21_R1_accepted_hits_sorted_rm_dup.bam	ss1	322828	6190	ss2_22_126	CD49b+	Juvenile	Juvenile_CD49b+	ss2_22_126_3	ss2_22_126_3_CD49b+	1.04358977536025	0.147137175214046
ss1_22_126s_J22_R1.ss1_22_126s_J22_R1_accepted_hits_sorted_rm_dup.bam	ss1	146449	5105	ss2_22_126	CD49b+	Juvenile	Juvenile_CD49b+	ss2_22_126_3	ss2_22_126_3_CD49b+	1.313767932864	0.19870398568785
ss1_22_126s_J23_R1.ss1_22_126s_J23_R1_accepted_hits_sorted_rm_dup.bam	ss1	355021	6300	ss2_22_126	LMPP	Juvenile	Juvenile_LMPP	ss2_22_126_3	ss2_22_126_3_LMPP	0.90107345762645	0.171539148388405
ss1_22_126s_K01_R1.ss1_22_126s_K01_R1_accepted_hits_sorted_rm_dup.bam	ss1	768776	7530	ss2_22_126	CD49b-	Juvenile	Juvenile_CD49b-	ss2_22_126_1	ss2_22_126_1_CD49b-	0.916651924617834	0.334817944368711
ss1_22_126s_K02_R1.ss1_22_126s_K02_R1_accepted_hits_sorted_rm_dup.bam	ss1	633396	6467	ss2_22_126	CD49b-	Juvenile	Juvenile_CD49b-	ss2_22_126_1	ss2_22_126_1_CD49b-	1.0708940378531	0.159457906270327
ss1_22_126s_K03_R1.ss1_22_126s_K03_R1_accepted_hits_sorted_rm_dup.bam	ss1	546865	6632	ss2_22_126	CD49b-	Juvenile	Juvenile_CD49b-	ss2_22_126_1	ss2_22_126_1_CD49b-	1.18219304581569	0.312325711098717
ss1_22_126s_K04_R1.ss1_22_126s_K04_R1_accepted_hits_sorted_rm_dup.bam	ss1	464268	5873	ss2_22_126	CD49b+	Juvenile	Juvenile_CD49b+	ss2_22_126_1	ss2_22_126_1_CD49b+	1.43279312810704	0.707565457882085
ss1_22_126s_K05_R1.ss1_22_126s_K05_R1_accepted_hits_sorted_rm_dup.bam	ss1	524952	6869	ss2_22_126	CD49b+	Juvenile	Juvenile_CD49b+	ss2_22_126_1	ss2_22_126_1_CD49b+	0.993614654292202	0.19811335131593
ss1_22_126s_K06_R1.ss1_22_126s_K06_R1_accepted_hits_sorted_rm_dup.bam	ss1	435772	6973	ss2_22_126	CD49b+	Juvenile	Juvenile_CD49b+	ss2_22_126_1	ss2_22_126_1_CD49b+	1.12811286636131	0.0227183022314421
ss1_22_126s_K07_R1.ss1_22_126s_K07_R1_accepted_hits_sorted_rm_dup.bam	ss1	733847	9437	ss2_22_126	LMPP	Juvenile	Juvenile_LMPP	ss2_22_126_1	ss2_22_126_1_LMPP	0.754380681531709	0.0798531574020198
ss1_22_126s_K08_R1.ss1_22_126s_K08_R1_accepted_hits_sorted_rm_dup.bam	ss1	672664	9519	ss2_22_126	GMP	Juvenile	Juvenile_GMP	ss2_22_126_1	ss2_22_126_1_GMP	1.03528656208746	0.0929141443573612
ss1_22_126s_K09_R1.ss1_22_126s_K09_R1_accepted_hits_sorted_rm_dup.bam	ss1	496437	6211	ss2_22_126	CD49b-	Juvenile	Juvenile_CD49b-	ss2_22_126_2	ss2_22_126_2_CD49b-	1.05834174326249	0.220168923750647
ss1_22_126s_K10_R1.ss1_22_126s_K10_R1_accepted_hits_sorted_rm_dup.bam	ss1	523604	6727	ss2_22_126	CD49b-	Juvenile	Juvenile_CD49b-	ss2_22_126_2	ss2_22_126_2_CD49b-	0.927800398774646	0.18697336154804
ss1_22_126s_K11_R1.ss1_22_126s_K11_R1_accepted_hits_sorted_rm_dup.bam	ss1	578345	6697	ss2_22_126	CD49b-	Juvenile	Juvenile_CD49b-	ss2_22_126_2	ss2_22_126_2_CD49b-	1.00234289221831	0.243799116444337
ss1_22_126s_K12_R1.ss1_22_126s_K12_R1_accepted_hits_sorted_rm_dup.bam	ss1	5627	1129	ss2_22_126	CD49b+	Juvenile	Juvenile_CD49b+	ss2_22_126_2	ss2_22_126_2_CD49b+	1.11960191931758	68.9177181446597
ss1_22_126s_K13_R1.ss1_22_126s_K13_R1_accepted_hits_sorted_rm_dup.bam	ss1	295095	6248	ss2_22_126	CD49b+	Juvenile	Juvenile_CD49b+	ss2_22_126_2	ss2_22_126_2_CD49b+	1.48392890425117	0.200274487876785
ss1_22_126s_K14_R1.ss1_22_126s_K14_R1_accepted_hits_sorted_rm_dup.bam	ss1	357985	5865	ss2_22_126	CD49b+	Juvenile	Juvenile_CD49b+	ss2_22_126_2	ss2_22_126_2_CD49b+	1.05423411595458	0.278782630557146
ss1_22_126s_K15_R1.ss1_22_126s_K15_R1_accepted_hits_sorted_rm_dup.bam	ss1	374093	6896	ss2_22_126	LMPP	Juvenile	Juvenile_LMPP	ss2_22_126_2	ss2_22_126_2_LMPP	0.760238764157576	0.13499317014753
ss1_22_126s_K16_R1.ss1_22_126s_K16_R1_accepted_hits_sorted_rm_dup.bam	ss1	2645	629	ss2_22_126	GMP	Juvenile	Juvenile_GMP	ss2_22_126_2	ss2_22_126_2_GMP	0.907372400756144	68.9224952741021
ss1_22_126s_K17_R1.ss1_22_126s_K17_R1_accepted_hits_sorted_rm_dup.bam	ss1	2173	811	ss2_22_126	CD49b-	Juvenile	Juvenile_CD49b-	ss2_22_126_3	ss2_22_126_3_CD49b-	1.24252185918086	42.6599171652094
ss1_22_126s_K18_R1.ss1_22_126s_K18_R1_accepted_hits_sorted_rm_dup.bam	ss1	278241	5683	ss2_22_126	CD49b-	Juvenile	Juvenile_CD49b-	ss2_22_126_3	ss2_22_126_3_CD49b-	0.861483390298339	0.146635470689079
ss1_22_126s_K19_R1.ss1_22_126s_K19_R1_accepted_hits_sorted_rm_dup.bam	ss1	275815	5582	ss2_22_126	CD49b-	Juvenile	Juvenile_CD49b-	ss2_22_126_3	ss2_22_126_3_CD49b-	0.943748527092435	0.305639649765241
ss1_22_126s_K21_R1.ss1_22_126s_K21_R1_accepted_hits_sorted_rm_dup.bam	ss1	501910	10343	ss2_22_126	CD49b+	Juvenile	Juvenile_CD49b+	ss2_22_126_3	ss2_22_126_3_CD49b+	1.21097407901815	0.028491163754458
ss1_22_126s_K22_R1.ss1_22_126s_K22_R1_accepted_hits_sorted_rm_dup.bam	ss1	66436	1579	ss2_22_126	CD49b+	Juvenile	Juvenile_CD49b+	ss2_22_126_3	ss2_22_126_3_CD49b+	1.88903606478415	1.31555180926004
ss1_22_126s_K23_R1.ss1_22_126s_K23_R1_accepted_hits_sorted_rm_dup.bam	ss1	141794	3013	ss2_22_126	LMPP	Juvenile	Juvenile_LMPP	ss2_22_126_3	ss2_22_126_3_LMPP	0.680564762965993	0.73275314893437
ss1_22_126s_K24_R1.ss1_22_126s_K24_R1_accepted_hits_sorted_rm_dup.bam	ss1	3123	598	ss2_22_126	GMP	Juvenile	Juvenile_GMP	ss2_22_126_3	ss2_22_126_3_GMP	1.18475824527698	73.1988472622478
ss1_22_126s_L01_R1.ss1_22_126s_L01_R1_accepted_hits_sorted_rm_dup.bam	ss1	422035	5687	ss2_22_126	CD49b-	Juvenile	Juvenile_CD49b-	ss2_22_126_1	ss2_22_126_1_CD49b-	1.30676365704266	0.307794377243594
ss1_22_126s_L02_R1.ss1_22_126s_L02_R1_accepted_hits_sorted_rm_dup.bam	ss1	528425	6910	ss2_22_126	CD49b-	Juvenile	Juvenile_CD49b-	ss2_22_126_1	ss2_22_126_1_CD49b-	0.970430997776411	0.121871599564744
ss1_22_126s_L03_R1.ss1_22_126s_L03_R1_accepted_hits_sorted_rm_dup.bam	ss1	582143	6378	ss2_22_126	CD49b-	Juvenile	Juvenile_CD49b-	ss2_22_126_1	ss2_22_126_1_CD49b-	0.86181573943172	0.317791333057342
ss1_22_126s_L04_R1.ss1_22_126s_L04_R1_accepted_hits_sorted_rm_dup.bam	ss1	685112	7504	ss2_22_126	CD49b+	Juvenile	Juvenile_CD49b+	ss2_22_126_1	ss2_22_126_1_CD49b+	1.10668036758953	0.282727495650346
ss1_22_126s_L05_R1.ss1_22_126s_L05_R1_accepted_hits_sorted_rm_dup.bam	ss1	326981	6035	ss2_22_126	CD49b+	Juvenile	Juvenile_CD49b+	ss2_22_126_1	ss2_22_126_1_CD49b+	1.23523996807154	0.224783703028616
ss1_22_126s_L06_R1.ss1_22_126s_L06_R1_accepted_hits_sorted_rm_dup.bam	ss1	529182	7004	ss2_22_126	CD49b+	Juvenile	Juvenile_CD49b+	ss2_22_126_1	ss2_22_126_1_CD49b+	1.00664799634152	0.150987750906115
ss1_22_126s_L07_R1.ss1_22_126s_L07_R1_accepted_hits_sorted_rm_dup.bam	ss1	570529	6922	ss2_22_126	LMPP	Juvenile	Juvenile_LMPP	ss2_22_126_1	ss2_22_126_1_LMPP	0.924580520885003	0.350201304403457
ss1_22_126s_L08_R1.ss1_22_126s_L08_R1_accepted_hits_sorted_rm_dup.bam	ss1	4442	604	ss2_22_126	GMP	Juvenile	Juvenile_GMP	ss2_22_126_1	ss2_22_126_1_GMP	1.21566861773976	76.4970733903647
ss1_22_126s_L09_R1.ss1_22_126s_L09_R1_accepted_hits_sorted_rm_dup.bam	ss1	483972	6479	ss2_22_126	CD49b-	Juvenile	Juvenile_CD49b-	ss2_22_126_2	ss2_22_126_2_CD49b-	1.06390452340218	0.292578909523691
ss1_22_126s_L10_R1.ss1_22_126s_L10_R1_accepted_hits_sorted_rm_dup.bam	ss1	607833	7486	ss2_22_126	CD49b-	Juvenile	Juvenile_CD49b-	ss2_22_126_2	ss2_22_126_2_CD49b-	1.10721201382617	0.225390855712013
ss1_22_126s_L11_R1.ss1_22_126s_L11_R1_accepted_hits_sorted_rm_dup.bam	ss1	526251	6764	ss2_22_126	CD49b-	Juvenile	Juvenile_CD49b-	ss2_22_126_2	ss2_22_126_2_CD49b-	1.02308594187945	0.323989883154616
ss1_22_126s_L12_R1.ss1_22_126s_L12_R1_accepted_hits_sorted_rm_dup.bam	ss1	523495	6451	ss2_22_126	CD49b+	Juvenile	Juvenile_CD49b+	ss2_22_126_2	ss2_22_126_2_CD49b+	1.14919913275198	0.319582804038243
ss1_22_126s_L13_R1.ss1_22_126s_L13_R1_accepted_hits_sorted_rm_dup.bam	ss1	491849	6551	ss2_22_126	CD49b+	Juvenile	Juvenile_CD49b+	ss2_22_126_2	ss2_22_126_2_CD49b+	1.14120390607687	0.239301086309009
ss1_22_126s_L14_R1.ss1_22_126s_L14_R1_accepted_hits_sorted_rm_dup.bam	ss1	541222	6718	ss2_22_126	CD49b+	Juvenile	Juvenile_CD49b+	ss2_22_126_2	ss2_22_126_2_CD49b+	0.95191991456371	0.293779632017915
ss1_22_126s_L15_R1.ss1_22_126s_L15_R1_accepted_hits_sorted_rm_dup.bam	ss1	576146	7988	ss2_22_126	LMPP	Juvenile	Juvenile_LMPP	ss2_22_126_2	ss2_22_126_2_LMPP	0.753975554807288	0.083138648884137
ss1_22_126s_L17_R1.ss1_22_126s_L17_R1_accepted_hits_sorted_rm_dup.bam	ss1	402091	6475	ss2_22_126	CD49b-	Juvenile	Juvenile_CD49b-	ss2_22_126_3	ss2_22_126_3_CD49b-	0.980126389299935	0.130567458610116
ss1_22_126s_L18_R1.ss1_22_126s_L18_R1_accepted_hits_sorted_rm_dup.bam	ss1	365196	6568	ss2_22_126	CD49b-	Juvenile	Juvenile_CD49b-	ss2_22_126_3	ss2_22_126_3_CD49b-	1.04135861290923	0.138008083330595
ss1_22_126s_L20_R1.ss1_22_126s_L20_R1_accepted_hits_sorted_rm_dup.bam	ss1	304546	5645	ss2_22_126	CD49b+	Juvenile	Juvenile_CD49b+	ss2_22_126_3	ss2_22_126_3_CD49b+	1.05140110196818	0.138895273620405
ss1_22_126s_L21_R1.ss1_22_126s_L21_R1_accepted_hits_sorted_rm_dup.bam	ss1	443299	6767	ss2_22_126	CD49b+	Juvenile	Juvenile_CD49b+	ss2_22_126_3	ss2_22_126_3_CD49b+	1.09316736559297	0.140537199497405
ss1_22_126s_L22_R1.ss1_22_126s_L22_R1_accepted_hits_sorted_rm_dup.bam	ss1	317039	6060	ss2_22_126	CD49b+	Juvenile	Juvenile_CD49b+	ss2_22_126_3	ss2_22_126_3_CD49b+	1.15664003482221	0.189566583291015
